code,name,lot_size,stock_type,stock_child_type,stock_owner,option_type,strike_time,strike_price,suspension,listing_date,stock_id,delisting,index_option_type,main_contract,last_trade_time,exchange_type
US.AAIN,ARLINGTON ASSET INVESTMENT CORP 6.000% SENIOR NOTES DUE 01/08/2026,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80857054538554,False,N/A,False,,US_NYSE
US.AAKAY,,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187270310,False,N/A,False,,US_PINK
US.AAL,美国航空,1,STOCK,N/A,,N/A,,N/A,N/A,2013-12-09,205974,False,N/A,False,,US_NASDAQ
US.AAM,AA Mission Acquisition Corp.,1,STOCK,N/A,,N/A,,N/A,N/A,2024-09-16,85615878322808,False,N/A,False,,US_NYSE
US.AAM.PRA,APOLLO ASSET MANAGEMENT INC 6.375% PREFERRED STOCK SERIES A USD25,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,83704617860956,False,N/A,False,,US_NYSE
US.AAM.PRB,APOLLO ASSET MANAGEMENT INC 6.375% PREFERRED STOCK SERIES B USD25,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,83704617860957,False,N/A,False,,US_NYSE
US.AAM.U,AA MISSION ACQUISITION CORP. UNITS(1 ORD A & 1/2 WT),1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85620173290128,False,N/A,False,,US_NYSE
US.AAM.UT,AA Mission Acquisition Corp.,1,STOCK,N/A,,N/A,,N/A,N/A,2024-08-01,85633058192052,False,N/A,False,,US_NYSE
US.AAM.WS,AA MISSION ACQUISITION CORP. WTS 01/08/31 (TO SUB FOR ORD),1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85817741786224,False,N/A,False,,US_NYSE
US.AAMCF,ACCELITRON ADV MTR CNTRL S INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,87806311644322,False,N/A,False,,US_PINK
US.AAME,美国大西洋,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,206002,False,N/A,False,,US_NASDAQ
US.AAMI,Acadian Asset Management,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,86281598255740,False,N/A,False,,US_NYSE
US.AAOI,Applied Optoelectronics,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,207706,False,N/A,False,,US_NASDAQ
US.AAON,艾伦建材,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,205988,False,N/A,False,,US_NASDAQ
US.AAP,Advance Auto Parts,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,202619,False,N/A,False,,US_NYSE
US.AAPG,亚盛医药,1,STOCK,N/A,,N/A,,N/A,N/A,2025-01-24,86346022765388,False,N/A,False,,US_NASDAQ
US.AAPI,APPLE ISPORTS GROUP INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187273683,False,N/A,False,,US_PINK
US.AAPJ,AAP INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187273684,False,N/A,False,,US_PINK
US.AAPL,苹果,1,STOCK,N/A,,N/A,,N/A,N/A,1980-12-12,205189,False,N/A,False,,US_NASDAQ
US.AAPT,ALL AMERICAN PET COMPANY INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,84628035834182,False,N/A,False,,US_PINK
US.AAQL,ANTIAGING QUANTUM LIVING INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187273685,False,N/A,False,,US_PINK
US.AARD,Aardvark Therapeutics,1,STOCK,N/A,,N/A,,N/A,N/A,2025-02-13,86440512046188,False,N/A,False,,US_NASDAQ
US.AARTY,AIRTEL AFRICA PLC UNSPON ADS EACH REP 10 ORD SHS,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187273687,False,N/A,False,,US_PINK
US.AAS,Antharas,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,86341727798079,False,N/A,False,,US_NASDAQ
US.AASP,AGASSI SPORTS ENTERTAINMENT CORP,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187270312,False,N/A,False,,US_PINK
US.AAT,American Assets Trust,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,207065,False,N/A,False,,US_NYSE
US.AATC,Autoscope Technologies,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80865644473181,False,N/A,False,,US_PINK
US.AATGD,,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85306640676532,False,N/A,False,,US_PINK
US.AATV,ADAPTIVE AD SYSTEMS INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80466212511675,False,N/A,False,,US_PINK
US.AAUC,Allied Gold,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,86960203090471,False,N/A,False,,US_NYSE
US.AAUGD,AERO ENERGY LIMITED,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,87806311650375,False,N/A,False,,US_PINK
US.AAVMY,ABN AMRO BANK N.V. UNSPON ADS EACH REP 1 ORD SHS,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80466212512730,False,N/A,False,,US_PINK
US.AAWH,ASCEND WELLNESS HLDGS INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,84366042827629,False,N/A,False,,US_PINK
US.AAYYY,AUSTRALIAN AGRICULTURAL COMPANY LTD UNSP ADR EA REPR 10 ORD SHS,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187273691,False,N/A,False,,US_PINK
US.AB,联博控股,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,202822,False,N/A,False,,US_NYSE
US.ABAT,American Battery Technology,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,84267258553701,False,N/A,False,,US_NASDAQ
US.ABBB,AUBURN BANCP INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,77975131476160,False,N/A,False,,US_PINK
US.ABBNY,ABB LTD SPON ADR EACH REP 1 ORD SHS,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,83747567534127,False,N/A,False,,US_PINK
US.ABBV,艾伯维公司,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,206654,False,N/A,False,,US_NYSE
US.ABCB,ABC银行,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,206061,False,N/A,False,,US_NYSE
US.ABCL,AbCellera Biologics,1,STOCK,N/A,,N/A,,N/A,N/A,2020-12-11,79899276826805,False,N/A,False,,US_NASDAQ
US.ABCP,AMBASE CORP,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80466212511416,False,N/A,False,,US_PINK
US.ABDBY,ALM. BRAND UNSPON ADS EACH REP 2 ORD SHS,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187273693,False,N/A,False,,US_PINK
US.ABEO,Abeona Therapeutics,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,211094,False,N/A,False,,US_NASDAQ
US.ABEV,Ambev SA,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,206650,False,N/A,False,,US_NYSE
US.ABG,阿斯伯里汽车,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,205293,False,N/A,False,,US_NYSE
US.ABHBY,ALFEN NV UNSPN ADS ECH REP 0.5 ORD SHS,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187273697,False,N/A,False,,US_PINK
US.ABIT,ATHENA BITCOIN GLOBAL,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,83910776291644,False,N/A,False,,US_PINK
US.ABLT,AMERICAN BILTRITE INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187273699,False,N/A,False,,US_PINK
US.ABLV,Able View Global,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,84121229691253,False,N/A,False,,US_NASDAQ
US.ABM,反导工业,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,205393,False,N/A,False,,US_NYSE
US.ABML,AMERICAN BATTERY TECHNOLOGY CO,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,79869212055684,False,N/A,False,,US_PINK
US.ABMT,ADVANCED BIOMEDICAL TECHNOLOGIES,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80466212511842,False,N/A,False,,US_PINK
US.ABNB,爱彼迎,1,STOCK,N/A,,N/A,,N/A,N/A,2020-12-10,79809082513430,False,N/A,False,,US_NASDAQ
US.ABOS,Acumen Pharmaceuticals,1,STOCK,N/A,,N/A,,N/A,N/A,2021-07-01,80758270290513,False,N/A,False,,US_NASDAQ
US.ABP,Abpro Holdings,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,86066849859885,False,N/A,False,,US_NASDAQ
US.ABPWW,ABPRO HOLDINGS INC C/WTS 12/11/2029 (TO PUR COM),1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,86066849890265,False,N/A,False,,US_NASDAQ
US.ABQQD,AI ERA CORP,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,87784836813842,False,N/A,False,,US_PINK
US.ABR,阿伯房地产信托,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,202642,False,N/A,False,,US_NYSE
US.ABR.PRD,ARBOR REALTY TRUST INC 6.375% SERIES D CUMULATIVE RED PFD STK,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,84572201258981,False,N/A,False,,US_NYSE
US.ABR.PRE,ARBOR REALTY TRUST INC SER E CUM RED PFD SHS,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,84572201258982,False,N/A,False,,US_NYSE
US.ABR.PRF,ARBOR REALTY TRUST INC 6.25% SER F FXD/FLTG RATE CUMULATIVE PFD,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,84572201258983,False,N/A,False,,US_NYSE
US.ABSI,Absci Corp,1,STOCK,N/A,,N/A,,N/A,N/A,2021-07-22,80844169636635,False,N/A,False,,US_NASDAQ
US.ABT,雅培,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,205494,False,N/A,False,,US_NYSE
US.ABTC,American Bitcoin,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,87329570279048,False,N/A,False,,US_NASDAQ
US.ABTI,ALTEROLA BIOTECH INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187270323,False,N/A,False,,US_PINK
US.ABTS,Abits,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,84512071716733,False,N/A,False,,US_NASDAQ
US.ABTZY,ABOITIZ EQUITY VENTURE INC UNSPON ADR EA REPR 10 ORD PHP1.00,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187270324,False,N/A,False,,US_PINK
US.ABUS,Arbutus Biopharma,1,STOCK,N/A,,N/A,,N/A,N/A,2015-05-04,211265,False,N/A,False,,US_NASDAQ
US.ABVC,ABVC BioPharma,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80921479048163,False,N/A,False,,US_NASDAQ
US.ABVE,Above Food Ingredients,1,STOCK,N/A,,N/A,,N/A,N/A,2021-04-06,85487029303493,False,N/A,False,,US_NASDAQ
US.ABVG,AFFINITY BEVERAGE GROUP INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,84713935180299,False,N/A,False,,US_PINK
US.ABVN,ABV CONSULTING INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,86182814007637,False,N/A,False,,US_PINK
US.ABVX,Abivax S.A.,1,STOCK,N/A,,N/A,,N/A,N/A,2023-10-20,84378927730275,False,N/A,False,,US_NASDAQ
US.ABX,Abacus Global Management,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,87836376372423,False,N/A,False,,US_NYSE
US.ABXL,ABACUS GLOBAL MANAGEMENT INC 9.875% SENIOR NOTES 15/11/2028 USD25,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,87836376421484,False,N/A,False,,US_NYSE
US.ABZPY,ABOITIZ POWER CORPORATION UNSPON ADR EA REPR 20 ORD PHP1.00,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187270325,False,N/A,False,,US_PINK
US.ACA,Arcosa,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,76600741940178,False,N/A,False,,US_NYSE
US.ACAD,阿卡迪亚,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,206147,False,N/A,False,,US_NASDAQ
US.ACAI,SAFEPLUS INTL HLDGS LTD,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80466212511779,False,N/A,False,,US_PINK
US.ACAN,AMERICANN INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80466212511456,False,N/A,False,,US_PINK
US.ACAQ.WS,ATHENA CONSUMER ACQUISITION CORP C/WTS 31/07/2028 (TO PUR COM),1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,81475529830902,False,N/A,False,,US_AMEX
US.ACAT,ACASIA TECHNOLOGY INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,87754771997506,False,N/A,False,,US_PINK
US.ACB,极光大麻,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,76562087234488,False,N/A,False,,US_NASDAQ
US.ACBD,ANNABIDIOL CORP,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187270326,False,N/A,False,,US_PINK
US.ACBM,ACRO BIOMEDICAL CO LTD,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80466212513234,False,N/A,False,,US_PINK
US.ACCL,卓远控股,1,STOCK,N/A,,N/A,,N/A,N/A,2025-10-17,87509958860914,False,N/A,False,,US_NASDAQ
US.ACCMD,,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187270328,False,N/A,False,,US_PINK
US.ACCO,ACCO Brands,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,207335,False,N/A,False,,US_NYSE
US.ACCR,ACCESS-POWER & CO INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187273705,False,N/A,False,,US_PINK
US.ACCS,ACCESS Newswire,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,86388972438431,False,N/A,False,,US_AMEX
US.ACCYY,ACCOR SA SPON ADR EA REPR 0.2 ORD SHS,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80466212511891,False,N/A,False,,US_PINK
US.ACDC,ProFrac Holding,1,STOCK,N/A,,N/A,,N/A,N/A,2022-05-13,82879984138934,False,N/A,False,,US_NASDAQ
US.ACEL,Accel Entertainment,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,78254304350756,False,N/A,False,,US_NYSE
US.ACER,ACER THERAPEUTICS INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,84593676076278,False,N/A,False,,US_PINK
US.ACET,艾切托,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,205430,False,N/A,False,,US_NASDAQ
US.ACFN,Acorn Energy,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80466212492252,False,N/A,False,,US_NASDAQ
US.ACFND,ACORN ENERGY INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,84211424004655,False,N/A,False,,US_PINK
US.ACGBY,农业银行(ADR),1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,214679,False,N/A,False,,US_PINK
US.ACGL,艾奇资本,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,202987,False,N/A,False,,US_NASDAQ
US.ACGLL,ARCH CAP GRP DRC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80659486042509,False,N/A,False,,US_PINK
US.ACGLN,ARCH CAPITAL GROUP DEP SHS EACH REP 1/1000TH NCUM PFD SER G,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80706730682834,False,N/A,False,,US_NASDAQ
US.ACGLO,ARCH CAPITAL GROUP 5.45% NON CUM DEP REP 1/1000 PFD SER F,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,74723841229461,False,N/A,False,,US_NASDAQ
US.ACGN,Aceragen,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,83210696621221,False,N/A,False,,US_NASDAQ
US.ACGP,Associated Capital,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,87338160213672,False,N/A,False,,US_PINK
US.ACGX,ALLIANCE CREATIVE GROUP INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80466212513657,False,N/A,False,,US_PINK
US.ACH,Accendra Health,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,87849261273525,False,N/A,False,,US_NYSE
US.ACHC,阿卡迪亚医疗保健,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,206954,False,N/A,False,,US_NASDAQ
US.ACHL,Achilles Therapeutics,1,STOCK,N/A,,N/A,,N/A,N/A,2021-03-31,80363133295897,False,N/A,False,,US_NASDAQ
US.ACHN,,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187242135,False,N/A,False,,US_PINK
US.ACHR,Archer Aviation,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,81114752576858,False,N/A,False,,US_NYSE
US.ACHR.WS,ARCHER AVIATION INC C/WTS 16/09/2026 (TO PUR COM),1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,81247896563453,False,N/A,False,,US_NYSE
US.ACHV,Achieve Life,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,74646531818100,False,N/A,False,,US_NASDAQ
US.ACI,艾伯森,1,STOCK,N/A,,N/A,,N/A,N/A,2020-06-26,76239964673200,False,N/A,False,,US_NYSE
US.ACIC,American Coastal Insurance,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,84108344776987,False,N/A,False,,US_NASDAQ
US.ACII.WS,ATLAS CREST INVESTMENT CORP II C/WTS 03/02/2028(TO PUR COM),1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,81247896563602,False,N/A,False,,US_NYSE
US.ACITD,,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85306640676533,False,N/A,False,,US_PINK
US.ACIU,AC Immune,1,STOCK,N/A,,N/A,,N/A,N/A,2016-09-23,212077,False,N/A,False,,US_NASDAQ
US.ACIW,ACI环球,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,203436,False,N/A,False,,US_NASDAQ
US.ACKAY,ARCELIK UNSP ADR EACH REPR 5 ORD,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187273716,False,N/A,False,,US_PINK
US.ACLEW,ALTERNUS CLEAN ENERGY INC C/WTS 28/12/2028 (TO PUR COM),1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187273717,False,N/A,False,,US_PINK
US.ACLL,ACell,1,STOCK,N/A,,N/A,,N/A,N/A,2020-07-20,79263621666076,False,N/A,False,,US_NASDAQ
US.ACLLY,ACCELLERON INDUSTRIES AG UNSPON ADR EACH REP 1 ORD SHS,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,82751135119857,False,N/A,False,,US_PINK
US.ACLS,Axcelis Technologies,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,206236,False,N/A,False,,US_NASDAQ
US.ACLX,Arcellx,1,STOCK,N/A,,N/A,,N/A,N/A,2022-02-04,81703163098180,False,N/A,False,,US_NASDAQ
US.ACM,AECOM Technology,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,202361,False,N/A,False,,US_NYSE
US.ACMB,AGRO CAPITAL MANAGEMENT CORP,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187270372,False,N/A,False,,US_PINK
US.ACMDY,,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,87875031127239,False,N/A,False,,US_PINK
US.ACMMY,,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187270335,False,N/A,False,,US_PINK
US.ACMR,ACM Research,1,STOCK,N/A,,N/A,,N/A,N/A,2017-11-03,75011604029665,False,N/A,False,,US_NASDAQ
US.ACMT,ACMAT CORP,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187270336,False,N/A,False,,US_PINK
US.ACMTA,ACMAT CORP,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187270337,False,N/A,False,,US_PINK
US.ACN,埃森哲,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,203563,False,N/A,False,,US_NYSE
US.ACNB,ACNB Corp.,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,208398,False,N/A,False,,US_NASDAQ
US.ACNE,ALICE CONS MINES INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80466212513127,False,N/A,False,,US_PINK
US.ACNT,Ascent Industries,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,82523501852873,False,N/A,False,,US_NASDAQ
US.ACOG,Alpha Cognition,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,86062554922950,False,N/A,False,,US_NASDAQ
US.ACON,Aclarion,1,STOCK,N/A,,N/A,,N/A,N/A,2022-04-22,82046760482385,False,N/A,False,,US_NASDAQ
US.ACOPY,THE A2 MILK COMPANY LTD UNSPON ADS EACH REP 1 ORD SHS,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80466212513182,False,N/A,False,,US_PINK
US.ACP,Aberdeen Income Credit Strategies Fund,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,208002,False,N/A,False,,US_NYSE
US.ACP.PRA,ABRDN INCOME CREDIT STRATEGIES FUND 5.250% CUM PERPETUAL PFD STOCK SER A,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,83704617860958,False,N/A,False,,US_NYSE
US.ACPS,AC PARTNERS INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187273722,False,N/A,False,,US_PINK
US.ACR,ACRES Commercial,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80204219505450,False,N/A,False,,US_NYSE
US.ACR.PRC,ACRES COMMERCIAL REALTY CORP 8.625% CUM RED FXD TO FLOATING PRF SER C,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,84572201258984,False,N/A,False,,US_NYSE
US.ACR.PRD,ACRES COMMERCIAL REALTY CORP 7.875% CUM RED PREF SER D,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,84572201258985,False,N/A,False,,US_NYSE
US.ACRE,战神商业房地产公司,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,207679,False,N/A,False,,US_NYSE
US.ACRG,AMERICAN CLEAN RESOURCES GROUP,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,84366042827633,False,N/A,False,,US_PINK
US.ACRL,ATACAMA RESOURCES INTERNATIONAL INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,85096187270339,False,N/A,False,,US_PINK
US.ACRS,Aclaris Therapeutics,1,STOCK,N/A,,N/A,,N/A,N/A,2015-10-07,211386,False,N/A,False,,US_NASDAQ
US.ACRV,Acrivon Therapeutics,1,STOCK,N/A,,N/A,,N/A,N/A,2022-11-15,82888574073542,False,N/A,False,,US_NASDAQ
US.ACSAY,ACS ACTIVIDADES DE CONSTRUCCION Y UNSP ADR EACH REPR 0.2 ORD,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,80466212513113,False,N/A,False,,US_PINK
US.ACT,Enact Holdings,1,STOCK,N/A,,N/A,,N/A,N/A,2021-09-16,80543521904773,False,N/A,False,,US_NASDAQ
US.ACTG,阿卡西亚,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,202514,False,N/A,False,,US_NASDAQ
US.ACTU,Actuate Therapeutics,1,STOCK,N/A,,N/A,,N/A,N/A,2024-08-13,85435489656629,False,N/A,False,,US_NASDAQ
US.ACTX,ADVANCED CONTAINER TECHNOLOGIES INC,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,86036785084425,False,N/A,False,,US_PINK
US.ACU,Acme United,1,STOCK,N/A,,N/A,,N/A,N/A,1970-01-01,208796,False,N/A,False,,US_AMEX
